,id,group.id,treatment,trial,conf.HA,conf.SA,sel.adv,sel.adv.gr,conf.sel.adv,conf.unsel.adv,confirm.oppose,won,HA.correct,SA.correct,changed,changed.gr,dominant.balls,majmin
1221,62,13,Individuals in voting groups,1,2,-2,0,0,2,-2,1,1,1,0,0,0,50,majority
1222,62,13,Individuals in voting groups,2,1,-3,0,0,1,-3,1,0,0,1,1,1,50,majority
1223,62,13,Individuals in voting groups,3,1,2,1,1,2,1,0,0,0,0,0,0,50,majority
1224,62,13,Individuals in voting groups,4,1,1,1,1,1,1,0,1,1,1,0,1,50,majority
1225,62,13,Individuals in voting groups,5,2,-3,1,0,2,-3,1,0,0,1,0,1,50,minority
1226,62,13,Individuals in voting groups,6,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
1227,62,13,Individuals in voting groups,7,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
1228,62,13,Individuals in voting groups,8,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
1229,62,13,Individuals in voting groups,9,1,2,1,1,2,1,0,1,1,1,0,0,50,majority
1230,62,13,Individuals in voting groups,10,4,5,1,1,5,4,0,1,1,1,0,0,90,majority
1231,62,13,Individuals in voting groups,11,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
1232,62,13,Individuals in voting groups,12,1,2,1,1,2,1,0,1,1,1,0,0,50,majority
1233,62,13,Individuals in voting groups,13,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
1234,62,13,Individuals in voting groups,14,4,5,1,1,5,4,0,1,1,1,0,0,90,majority
1235,62,13,Individuals in voting groups,15,4,4,1,1,4,4,0,1,1,1,0,0,90,majority
1236,62,13,Individuals in voting groups,16,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
1237,62,13,Individuals in voting groups,17,5,4,1,1,4,5,0,1,1,1,0,0,90,majority
1238,62,13,Individuals in voting groups,18,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
1239,62,13,Individuals in voting groups,19,4,5,1,1,5,4,0,1,1,1,0,0,90,majority
1240,62,13,Individuals in voting groups,20,1,2,1,1,2,1,0,1,1,1,NA,NA,50,majority
1241,63,13,Individuals in voting groups,1,2,-2,0,0,2,-2,1,1,1,0,0,0,50,majority
1242,63,13,Individuals in voting groups,2,1,-3,0,0,1,-3,1,0,0,1,0,1,50,majority
1243,63,13,Individuals in voting groups,3,1,1,0,1,1,1,0,0,0,0,0,0,50,minority
1244,63,13,Individuals in voting groups,4,1,1,0,1,1,1,0,1,1,1,0,1,50,minority
1245,63,13,Individuals in voting groups,5,1,-2,0,0,1,-2,1,0,0,1,1,1,50,majority
1246,63,13,Individuals in voting groups,6,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
1247,63,13,Individuals in voting groups,7,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
1248,63,13,Individuals in voting groups,8,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
1249,63,13,Individuals in voting groups,9,2,1,1,1,1,2,0,1,1,1,0,0,50,majority
1250,63,13,Individuals in voting groups,10,4,4,1,1,4,4,0,1,1,1,0,0,90,majority
1251,63,13,Individuals in voting groups,11,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
1252,63,13,Individuals in voting groups,12,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
1253,63,13,Individuals in voting groups,13,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
1254,63,13,Individuals in voting groups,14,4,4,1,1,4,4,0,1,1,1,0,0,90,majority
1255,63,13,Individuals in voting groups,15,5,5,1,1,5,5,0,1,1,1,0,0,90,majority
1256,63,13,Individuals in voting groups,16,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
1257,63,13,Individuals in voting groups,17,5,5,1,1,5,5,0,1,1,1,0,0,90,majority
1258,63,13,Individuals in voting groups,18,2,1,1,1,1,2,0,1,1,1,0,0,50,majority
1259,63,13,Individuals in voting groups,19,4,4,1,1,4,4,0,1,1,1,0,0,90,majority
1260,63,13,Individuals in voting groups,20,2,1,1,1,1,2,0,1,1,1,NA,NA,50,majority
1261,64,13,Individuals in voting groups,1,1,-4,1,0,1,-4,1,1,1,0,0,0,50,minority
1262,64,13,Individuals in voting groups,2,1,-4,1,0,1,-4,1,0,0,1,0,1,50,minority
1263,64,13,Individuals in voting groups,3,2,1,1,1,1,2,0,0,0,0,0,0,50,majority
1264,64,13,Individuals in voting groups,4,2,1,1,1,1,2,0,1,1,1,1,1,50,majority
1265,64,13,Individuals in voting groups,5,1,-4,0,0,1,-4,1,0,0,1,1,1,50,majority
1266,64,13,Individuals in voting groups,6,1,2,1,1,2,1,0,0,0,0,1,0,50,majority
1267,64,13,Individuals in voting groups,7,1,2,0,1,2,1,0,1,1,1,1,0,50,minority
1268,64,13,Individuals in voting groups,8,1,1,1,1,1,1,0,1,1,1,1,0,50,majority
1269,64,13,Individuals in voting groups,9,1,2,0,1,2,1,0,1,1,1,0,0,50,minority
1270,64,13,Individuals in voting groups,10,4,4,0,1,4,4,0,1,1,1,1,0,90,minority
1271,64,13,Individuals in voting groups,11,1,1,1,1,1,1,0,0,0,0,1,0,50,majority
1272,64,13,Individuals in voting groups,12,1,1,0,1,1,1,0,1,1,1,0,0,50,minority
1273,64,13,Individuals in voting groups,13,2,1,0,1,1,2,0,0,0,0,1,0,50,minority
1274,64,13,Individuals in voting groups,14,5,5,1,1,5,5,0,1,1,1,0,0,90,majority
1275,64,13,Individuals in voting groups,15,5,5,1,1,5,5,0,1,1,1,0,0,90,majority
1276,64,13,Individuals in voting groups,16,2,1,1,1,1,2,0,1,1,1,0,0,50,majority
1277,64,13,Individuals in voting groups,17,4,4,1,1,4,4,0,1,1,1,0,0,90,majority
1278,64,13,Individuals in voting groups,18,2,1,1,1,1,2,0,1,1,1,0,0,50,majority
1279,64,13,Individuals in voting groups,19,4,3,1,1,3,4,0,1,1,1,0,0,90,majority
1280,64,13,Individuals in voting groups,20,2,1,1,1,1,2,0,1,1,1,NA,NA,50,majority
1281,65,13,Individuals in voting groups,1,1,-3,1,0,1,-3,1,1,1,0,0,0,50,minority
1282,65,13,Individuals in voting groups,2,1,-2,1,0,1,-2,1,0,0,1,0,1,50,minority
1283,65,13,Individuals in voting groups,3,1,2,1,1,2,1,0,0,0,0,0,0,50,majority
1284,65,13,Individuals in voting groups,4,1,1,1,1,1,1,0,1,1,1,1,1,50,majority
1285,65,13,Individuals in voting groups,5,1,-4,0,0,1,-4,1,0,0,1,1,1,50,majority
1286,65,13,Individuals in voting groups,6,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
1287,65,13,Individuals in voting groups,7,1,2,1,1,2,1,0,1,1,1,0,0,50,majority
1288,65,13,Individuals in voting groups,8,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
1289,65,13,Individuals in voting groups,9,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
1290,65,13,Individuals in voting groups,10,5,5,1,1,5,5,0,1,1,1,0,0,90,majority
1291,65,13,Individuals in voting groups,11,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
1292,65,13,Individuals in voting groups,12,1,2,1,1,2,1,0,1,1,1,0,0,50,majority
1293,65,13,Individuals in voting groups,13,2,1,1,1,1,2,0,0,0,0,0,0,50,majority
1294,65,13,Individuals in voting groups,14,5,4,1,1,4,5,0,1,1,1,0,0,90,majority
1295,65,13,Individuals in voting groups,15,5,5,1,1,5,5,0,1,1,1,0,0,90,majority
1296,65,13,Individuals in voting groups,16,1,2,1,1,2,1,0,1,1,1,0,0,50,majority
1297,65,13,Individuals in voting groups,17,3,5,1,1,5,3,0,1,1,1,0,0,90,majority
1298,65,13,Individuals in voting groups,18,1,2,1,1,2,1,0,1,1,1,0,0,50,majority
1299,65,13,Individuals in voting groups,19,4,4,1,1,4,4,0,1,1,1,0,0,90,majority
1300,65,13,Individuals in voting groups,20,1,1,1,1,1,1,0,1,1,1,NA,NA,50,majority
1301,66,14,Individuals in voting groups,1,2,-2,0,0,2,-2,1,1,1,0,1,0,50,majority
1302,66,14,Individuals in voting groups,2,1,-2,1,0,1,-2,1,0,0,1,1,1,50,minority
1303,66,14,Individuals in voting groups,3,2,1,0,1,1,2,0,1,1,1,0,1,50,minority
1304,66,14,Individuals in voting groups,4,2,-3,0,0,2,-3,1,0,0,1,0,0,50,majority
1305,66,14,Individuals in voting groups,5,2,-3,0,0,2,-3,1,1,1,0,0,0,50,majority
1306,66,14,Individuals in voting groups,6,5,5,0,0,5,5,0,1,1,1,1,0,90,majority
1307,66,14,Individuals in voting groups,7,1,-3,1,0,1,-3,1,0,0,1,0,1,50,minority
1308,66,14,Individuals in voting groups,8,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
1309,66,14,Individuals in voting groups,9,1,2,1,1,2,1,0,1,1,1,0,0,50,majority
1310,66,14,Individuals in voting groups,10,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
1311,66,14,Individuals in voting groups,11,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
1312,66,14,Individuals in voting groups,12,4,5,1,1,5,4,0,1,1,1,0,0,90,majority
1313,66,14,Individuals in voting groups,13,4,5,1,1,5,4,0,1,1,1,0,0,90,majority
1314,66,14,Individuals in voting groups,14,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
1315,66,14,Individuals in voting groups,15,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
1316,66,14,Individuals in voting groups,16,5,5,1,1,5,5,0,1,1,1,0,0,90,majority
1317,66,14,Individuals in voting groups,17,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
1318,66,14,Individuals in voting groups,18,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
1319,66,14,Individuals in voting groups,19,2,2,1,1,2,2,0,1,1,1,1,1,50,majority
1320,66,14,Individuals in voting groups,20,5,5,0,0,5,5,0,1,1,1,NA,NA,90,majority
1321,67,14,Individuals in voting groups,1,2,-2,1,0,2,-2,1,1,1,0,1,0,50,minority
1322,67,14,Individuals in voting groups,2,1,-3,0,0,1,-3,1,0,0,1,1,1,50,majority
1323,67,14,Individuals in voting groups,3,1,1,1,1,1,1,0,1,1,1,0,1,50,majority
1324,67,14,Individuals in voting groups,4,1,-4,1,0,1,-4,1,0,0,1,0,0,50,minority
1325,67,14,Individuals in voting groups,5,1,-2,1,0,1,-2,1,1,1,0,0,0,50,minority
1326,67,14,Individuals in voting groups,6,4,4,1,0,4,4,0,1,1,1,1,0,90,minority
1327,67,14,Individuals in voting groups,7,2,-3,0,0,2,-3,1,0,0,1,1,1,50,majority
1328,67,14,Individuals in voting groups,8,2,1,1,1,1,2,0,1,1,1,0,0,50,majority
1329,67,14,Individuals in voting groups,9,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
1330,67,14,Individuals in voting groups,10,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
1331,67,14,Individuals in voting groups,11,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
1332,67,14,Individuals in voting groups,12,4,4,1,1,4,4,0,1,1,1,0,0,90,majority
1333,67,14,Individuals in voting groups,13,5,5,1,1,5,5,0,1,1,1,0,0,90,majority
1334,67,14,Individuals in voting groups,14,1,2,1,1,2,1,0,0,0,0,0,0,50,majority
1335,67,14,Individuals in voting groups,15,1,1,1,1,1,1,0,0,0,0,1,0,50,majority
1336,67,14,Individuals in voting groups,16,5,5,0,1,5,5,0,1,1,1,1,0,90,minority
1337,67,14,Individuals in voting groups,17,1,2,1,1,2,1,0,0,0,0,1,0,50,majority
1338,67,14,Individuals in voting groups,18,1,1,0,1,1,1,0,0,0,0,1,0,50,minority
1339,67,14,Individuals in voting groups,19,1,1,1,1,1,1,0,1,1,1,0,1,50,majority
1340,67,14,Individuals in voting groups,20,5,5,1,0,5,5,0,1,1,1,NA,NA,90,minority
1341,68,14,Individuals in voting groups,1,2,-2,1,0,2,-2,1,1,1,0,0,0,50,minority
1342,68,14,Individuals in voting groups,2,2,-2,1,0,2,-2,1,0,0,1,0,1,50,minority
1343,68,14,Individuals in voting groups,3,1,1,1,1,1,1,0,1,1,1,1,1,50,majority
1344,68,14,Individuals in voting groups,4,2,-4,0,0,2,-4,1,0,0,1,1,0,50,majority
1345,68,14,Individuals in voting groups,5,1,-3,1,0,1,-3,1,1,1,0,1,0,50,minority
1346,68,14,Individuals in voting groups,6,5,5,0,0,5,5,0,1,1,1,0,0,90,majority
1347,68,14,Individuals in voting groups,7,1,-2,0,0,1,-2,1,0,0,1,0,1,50,majority
1348,68,14,Individuals in voting groups,8,2,2,0,1,2,2,0,1,1,1,1,0,50,minority
1349,68,14,Individuals in voting groups,9,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
1350,68,14,Individuals in voting groups,10,1,2,1,1,2,1,0,1,1,1,0,0,50,majority
1351,68,14,Individuals in voting groups,11,2,1,1,1,1,2,0,0,0,0,0,0,50,majority
1352,68,14,Individuals in voting groups,12,5,5,1,1,5,5,0,1,1,1,0,0,90,majority
1353,68,14,Individuals in voting groups,13,4,5,1,1,5,4,0,1,1,1,0,0,90,majority
1354,68,14,Individuals in voting groups,14,2,1,1,1,1,2,0,0,0,0,0,0,50,majority
1355,68,14,Individuals in voting groups,15,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
1356,68,14,Individuals in voting groups,16,5,4,1,1,4,5,0,1,1,1,0,0,90,majority
1357,68,14,Individuals in voting groups,17,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
1358,68,14,Individuals in voting groups,18,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
1359,68,14,Individuals in voting groups,19,1,1,1,1,1,1,0,1,1,1,0,1,50,majority
1360,68,14,Individuals in voting groups,20,3,4,1,0,3,4,0,1,1,1,NA,NA,90,minority
1361,69,14,Individuals in voting groups,1,1,-2,0,0,1,-2,1,1,1,0,0,0,50,majority
1362,69,14,Individuals in voting groups,2,2,-4,0,0,2,-4,1,0,0,1,0,1,50,majority
1363,69,14,Individuals in voting groups,3,1,1,0,1,1,1,0,1,1,1,0,1,50,minority
1364,69,14,Individuals in voting groups,4,1,-4,0,0,1,-4,1,0,0,1,0,0,50,majority
1365,69,14,Individuals in voting groups,5,1,-4,0,0,1,-4,1,1,1,0,0,0,50,majority
1366,69,14,Individuals in voting groups,6,3,5,0,0,3,5,0,1,1,1,0,0,90,majority
1367,69,14,Individuals in voting groups,7,1,-3,0,0,1,-3,1,0,0,1,0,1,50,majority
1368,69,14,Individuals in voting groups,8,2,1,0,1,1,2,0,1,1,1,0,0,50,minority
1369,69,14,Individuals in voting groups,9,1,1,0,1,1,1,0,1,1,1,0,0,50,minority
1370,69,14,Individuals in voting groups,10,2,1,0,1,1,2,0,1,1,1,0,0,50,minority
1371,69,14,Individuals in voting groups,11,1,1,0,1,1,1,0,0,0,0,0,0,50,minority
1372,69,14,Individuals in voting groups,12,4,4,0,1,4,4,0,1,1,1,0,0,90,minority
1373,69,14,Individuals in voting groups,13,3,5,0,1,5,3,0,1,1,1,0,0,90,minority
1374,69,14,Individuals in voting groups,14,2,1,0,1,1,2,0,0,0,0,0,0,50,minority
1375,69,14,Individuals in voting groups,15,1,1,0,1,1,1,0,0,0,0,0,0,50,minority
1376,69,14,Individuals in voting groups,16,3,3,0,1,3,3,0,1,1,1,0,0,90,minority
1377,69,14,Individuals in voting groups,17,1,1,0,1,1,1,0,0,0,0,0,0,50,minority
1378,69,14,Individuals in voting groups,18,1,1,0,1,1,1,0,0,0,0,0,0,50,minority
1379,69,14,Individuals in voting groups,19,1,1,0,1,1,1,0,1,1,1,0,1,50,minority
1380,69,14,Individuals in voting groups,20,4,3,0,0,4,3,0,1,1,1,NA,NA,90,majority
1381,70,14,Individuals in voting groups,1,1,-3,0,0,1,-3,1,1,1,0,0,0,50,majority
1382,70,14,Individuals in voting groups,2,1,-2,0,0,1,-2,1,0,0,1,1,1,50,majority
1383,70,14,Individuals in voting groups,3,1,1,1,1,1,1,0,1,1,1,1,1,50,majority
1384,70,14,Individuals in voting groups,4,1,-2,0,0,1,-2,1,0,0,1,0,0,50,majority
1385,70,14,Individuals in voting groups,5,1,-4,0,0,1,-4,1,1,1,0,0,0,50,majority
1386,70,14,Individuals in voting groups,6,4,4,0,0,4,4,0,1,1,1,1,0,90,majority
1387,70,14,Individuals in voting groups,7,2,-3,1,0,2,-3,1,0,0,1,0,1,50,minority
1388,70,14,Individuals in voting groups,8,1,1,1,1,1,1,0,1,1,1,1,0,50,majority
1389,70,14,Individuals in voting groups,9,1,1,0,1,1,1,0,1,1,1,0,0,50,minority
1390,70,14,Individuals in voting groups,10,1,1,0,1,1,1,0,1,1,1,1,0,50,minority
1391,70,14,Individuals in voting groups,11,1,1,1,1,1,1,0,0,0,0,1,0,50,majority
1392,70,14,Individuals in voting groups,12,4,5,0,1,5,4,0,1,1,1,0,0,90,minority
1393,70,14,Individuals in voting groups,13,4,4,0,1,4,4,0,1,1,1,0,0,90,minority
1394,70,14,Individuals in voting groups,14,2,1,0,1,1,2,0,0,0,0,1,0,50,minority
1395,70,14,Individuals in voting groups,15,2,1,1,1,1,2,0,0,0,0,0,0,50,majority
1396,70,14,Individuals in voting groups,16,4,4,1,1,4,4,0,1,1,1,1,0,90,majority
1397,70,14,Individuals in voting groups,17,2,1,0,1,1,2,0,0,0,0,1,0,50,minority
1398,70,14,Individuals in voting groups,18,2,1,1,1,1,2,0,0,0,0,1,0,50,majority
1399,70,14,Individuals in voting groups,19,1,1,0,1,1,1,0,1,1,1,0,1,50,minority
1400,70,14,Individuals in voting groups,20,4,3,0,0,4,3,0,1,1,1,NA,NA,90,majority
1401,71,15,Individuals in voting groups,1,1,2,1,1,2,1,0,0,0,0,1,0,50,majority
1402,71,15,Individuals in voting groups,2,3,3,0,1,3,3,0,1,1,1,0,0,90,minority
1403,71,15,Individuals in voting groups,3,1,2,0,1,2,1,0,1,1,1,1,0,50,minority
1404,71,15,Individuals in voting groups,4,2,1,1,1,1,2,0,0,0,0,1,0,50,majority
1405,71,15,Individuals in voting groups,5,1,2,0,1,2,1,0,1,1,1,1,0,50,minority
1406,71,15,Individuals in voting groups,6,1,1,1,1,1,1,0,0,0,0,1,0,50,majority
1407,71,15,Individuals in voting groups,7,1,2,0,1,2,1,0,0,0,0,1,0,50,minority
1408,71,15,Individuals in voting groups,8,2,2,1,1,2,2,0,1,1,1,0,0,50,majority
1409,71,15,Individuals in voting groups,9,5,5,1,1,5,5,0,1,1,1,0,0,90,majority
1410,71,15,Individuals in voting groups,10,4,4,1,1,4,4,0,1,1,1,0,0,90,majority
1411,71,15,Individuals in voting groups,11,2,2,1,1,2,2,0,0,0,0,1,0,50,majority
1412,71,15,Individuals in voting groups,12,1,1,0,1,1,1,0,0,0,0,1,0,50,minority
1413,71,15,Individuals in voting groups,13,4,5,1,1,5,4,0,1,1,1,0,0,90,majority
1414,71,15,Individuals in voting groups,14,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
1415,71,15,Individuals in voting groups,15,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
1416,71,15,Individuals in voting groups,16,5,3,1,1,3,5,0,1,1,1,1,0,90,majority
1417,71,15,Individuals in voting groups,17,1,1,0,1,1,1,0,1,1,1,1,0,50,minority
1418,71,15,Individuals in voting groups,18,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
1419,71,15,Individuals in voting groups,19,2,1,1,1,1,2,0,1,1,1,0,0,50,majority
1420,71,15,Individuals in voting groups,20,2,1,1,1,1,2,0,1,1,1,NA,NA,50,majority
1421,72,15,Individuals in voting groups,1,1,1,0,1,1,1,0,0,0,0,1,0,50,minority
1422,72,15,Individuals in voting groups,2,5,5,1,1,5,5,0,1,1,1,0,0,90,majority
1423,72,15,Individuals in voting groups,3,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
1424,72,15,Individuals in voting groups,4,1,2,1,1,2,1,0,0,0,0,0,0,50,majority
1425,72,15,Individuals in voting groups,5,2,1,1,1,1,2,0,1,1,1,0,0,50,majority
1426,72,15,Individuals in voting groups,6,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
1427,72,15,Individuals in voting groups,7,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
1428,72,15,Individuals in voting groups,8,2,1,1,1,1,2,0,1,1,1,0,0,50,majority
1429,72,15,Individuals in voting groups,9,3,5,1,1,5,3,0,1,1,1,0,0,90,majority
1430,72,15,Individuals in voting groups,10,5,5,1,1,5,5,0,1,1,1,0,0,90,majority
1431,72,15,Individuals in voting groups,11,2,2,1,1,2,2,0,0,0,0,0,0,50,majority
1432,72,15,Individuals in voting groups,12,1,2,1,1,2,1,0,0,0,0,0,0,50,majority
1433,72,15,Individuals in voting groups,13,4,4,1,1,4,4,0,1,1,1,0,0,90,majority
1434,72,15,Individuals in voting groups,14,2,1,1,1,1,2,0,0,0,0,0,0,50,majority
1435,72,15,Individuals in voting groups,15,2,1,1,1,1,2,0,1,1,1,0,0,50,majority
1436,72,15,Individuals in voting groups,16,3,4,1,1,4,3,0,1,1,1,0,0,90,majority
1437,72,15,Individuals in voting groups,17,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
1438,72,15,Individuals in voting groups,18,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
1439,72,15,Individuals in voting groups,19,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
1440,72,15,Individuals in voting groups,20,1,1,1,1,1,1,0,1,1,1,NA,NA,50,majority
1441,73,15,Individuals in voting groups,1,2,1,1,1,1,2,0,0,0,0,0,0,50,majority
1442,73,15,Individuals in voting groups,2,4,4,1,1,4,4,0,1,1,1,0,0,90,majority
1443,73,15,Individuals in voting groups,3,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
1444,73,15,Individuals in voting groups,4,1,1,1,1,1,1,0,0,0,0,1,0,50,majority
1445,73,15,Individuals in voting groups,5,2,1,0,1,1,2,0,1,1,1,1,0,50,minority
1446,73,15,Individuals in voting groups,6,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
1447,73,15,Individuals in voting groups,7,2,1,1,1,1,2,0,0,0,0,1,0,50,majority
1448,73,15,Individuals in voting groups,8,2,1,0,1,1,2,0,1,1,1,1,0,50,minority
1449,73,15,Individuals in voting groups,9,4,4,1,1,4,4,0,1,1,1,0,0,90,majority
1450,73,15,Individuals in voting groups,10,4,5,1,1,5,4,0,1,1,1,0,0,90,majority
1451,73,15,Individuals in voting groups,11,1,2,1,1,2,1,0,0,0,0,0,0,50,majority
1452,73,15,Individuals in voting groups,12,2,2,1,1,2,2,0,0,0,0,0,0,50,majority
1453,73,15,Individuals in voting groups,13,3,4,1,1,4,3,0,1,1,1,0,0,90,majority
1454,73,15,Individuals in voting groups,14,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
1455,73,15,Individuals in voting groups,15,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
1456,73,15,Individuals in voting groups,16,5,4,1,1,4,5,0,1,1,1,0,0,90,majority
1457,73,15,Individuals in voting groups,17,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
1458,73,15,Individuals in voting groups,18,2,2,1,1,2,2,0,1,1,1,0,0,50,majority
1459,73,15,Individuals in voting groups,19,1,2,1,1,2,1,0,1,1,1,0,0,50,majority
1460,73,15,Individuals in voting groups,20,1,1,1,1,1,1,0,1,1,1,NA,NA,50,majority
1461,74,15,Individuals in voting groups,1,1,1,0,1,1,1,0,0,0,0,1,0,50,minority
1462,74,15,Individuals in voting groups,2,5,5,1,1,5,5,0,1,1,1,0,0,90,majority
1463,74,15,Individuals in voting groups,3,1,2,1,1,2,1,0,1,1,1,0,0,50,majority
1464,74,15,Individuals in voting groups,4,2,1,1,1,1,2,0,0,0,0,0,0,50,majority
1465,74,15,Individuals in voting groups,5,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
1466,74,15,Individuals in voting groups,6,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
1467,74,15,Individuals in voting groups,7,1,2,1,1,2,1,0,0,0,0,0,0,50,majority
1468,74,15,Individuals in voting groups,8,2,1,1,1,1,2,0,1,1,1,0,0,50,majority
1469,74,15,Individuals in voting groups,9,5,3,1,1,3,5,0,1,1,1,0,0,90,majority
1470,74,15,Individuals in voting groups,10,4,3,1,1,3,4,0,1,1,1,1,0,90,majority
1471,74,15,Individuals in voting groups,11,2,1,0,1,1,2,0,0,0,0,1,0,50,minority
1472,74,15,Individuals in voting groups,12,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
1473,74,15,Individuals in voting groups,13,4,3,1,1,3,4,0,1,1,1,1,0,90,majority
1474,74,15,Individuals in voting groups,14,2,1,0,1,1,2,0,0,0,0,0,0,50,minority
1475,74,15,Individuals in voting groups,15,2,1,0,1,1,2,0,1,1,1,1,0,50,minority
1476,74,15,Individuals in voting groups,16,5,4,1,1,4,5,0,1,1,1,0,0,90,majority
1477,74,15,Individuals in voting groups,17,1,2,1,1,2,1,0,1,1,1,1,0,50,majority
1478,74,15,Individuals in voting groups,18,1,1,0,1,1,1,0,1,1,1,1,0,50,minority
1479,74,15,Individuals in voting groups,19,2,1,1,1,1,2,0,1,1,1,0,0,50,majority
1480,74,15,Individuals in voting groups,20,1,2,1,1,2,1,0,1,1,1,NA,NA,50,majority
1481,75,15,Individuals in voting groups,1,1,1,1,1,1,1,0,0,0,0,1,0,50,majority
1482,75,15,Individuals in voting groups,2,3,5,0,1,5,3,0,1,1,1,1,0,90,minority
1483,75,15,Individuals in voting groups,3,1,1,1,1,1,1,0,1,1,1,1,0,50,majority
1484,75,15,Individuals in voting groups,4,2,1,0,1,1,2,0,0,0,0,1,0,50,minority
1485,75,15,Individuals in voting groups,5,2,2,1,1,2,2,0,1,1,1,0,0,50,majority
1486,75,15,Individuals in voting groups,6,1,1,1,1,1,1,0,0,0,0,1,0,50,majority
1487,75,15,Individuals in voting groups,7,1,2,0,1,2,1,0,0,0,0,0,0,50,minority
1488,75,15,Individuals in voting groups,8,2,1,0,1,1,2,0,1,1,1,1,0,50,minority
1489,75,15,Individuals in voting groups,9,4,4,1,1,4,4,0,1,1,1,0,0,90,majority
1490,75,15,Individuals in voting groups,10,5,4,1,1,4,5,0,1,1,1,0,0,90,majority
1491,75,15,Individuals in voting groups,11,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
1492,75,15,Individuals in voting groups,12,1,2,1,1,2,1,0,0,0,0,0,0,50,majority
1493,75,15,Individuals in voting groups,13,4,5,1,1,5,4,0,1,1,1,0,0,90,majority
1494,75,15,Individuals in voting groups,14,1,1,1,1,1,1,0,0,0,0,1,0,50,majority
1495,75,15,Individuals in voting groups,15,2,1,0,1,1,2,0,1,1,1,1,0,50,minority
1496,75,15,Individuals in voting groups,16,5,4,1,1,4,5,0,1,1,1,0,0,90,majority
1497,75,15,Individuals in voting groups,17,1,2,1,1,2,1,0,1,1,1,1,0,50,majority
1498,75,15,Individuals in voting groups,18,1,2,0,1,2,1,0,1,1,1,1,0,50,minority
1499,75,15,Individuals in voting groups,19,1,1,1,1,1,1,0,1,1,1,1,0,50,majority
1500,75,15,Individuals in voting groups,20,1,2,0,1,2,1,0,1,1,1,NA,NA,50,minority
1501,76,16,Individuals in voting groups,1,1,2,1,1,2,1,0,1,1,1,0,0,50,majority
1502,76,16,Individuals in voting groups,2,3,4,1,1,4,3,0,1,1,1,0,0,90,majority
1503,76,16,Individuals in voting groups,3,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
1504,76,16,Individuals in voting groups,4,1,1,1,1,1,1,0,0,0,0,0,0,50,majority
1505,76,16,Individuals in voting groups,5,2,1,1,1,1,2,0,1,1,1,0,0,50,majority
1506,76,16,Individuals in voting groups,6,1,1,1,1,1,1,0,1,1,1,0,0,50,majority
1507,76,16,Individuals in voting groups,7,4,4,1,1,4,4,0,1,1,1,0,0,90,majority
